	Event	Transcript Name	Link
	WWDC23	Meet Swift OpenAPI Generator	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10171/eng_4a09e9e39589/wwdc2023-10171-transcript-eng.json
	WWDC23	Meet device management for Apple Watch	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10039/eng_2305af82a39f/wwdc2023-10039-transcript-eng.json
	WWDC23	Share files with SharePlay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10241/eng_dcce3353c807/wwdc2023-10241-transcript-eng.json
	WWDC23	The SwiftUI cookbook for focus	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10162/eng_baaf4b0ed6a8/wwdc2023-10162-transcript-eng.json
	WWDC23	What’s new in Core Motion	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10179/eng_d3fe04f30198/wwdc2023-10179-transcript-eng.json
	WWDC23	What’s new in Safari extensions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10119/eng_7cff942f7087/wwdc2023-10119-transcript-eng.json
	WWDC23	What’s new in Web Inspector	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2023/wwdc2023-10118/eng_b61bac0903bf/wwdc2023-10118-transcript-eng.json
WWDC22			
	WWDC22	WWDC22 Day 1 recap	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110929/eng_c902aced78bb/wwdc2022-110929-transcript-eng.json
	WWDC22	Add accessibility to your Unity games	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10151/eng_21cf5c71621e/wwdc2022-10151-transcript-eng.json
	WWDC22	Adopt Variable Color in SF Symbols	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10158/eng_ae1a063d6c1f/wwdc2022-10158-transcript-eng.json
	WWDC22	Adopt desktop-class editing interactions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10071/eng_8cff0eaab9be/wwdc2022-10071-transcript-eng.json
	WWDC22	Bring Continuity Camera to your macOS app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10018/eng_28ef925b5bc3/wwdc2022-10018-transcript-eng.json
	WWDC22	Bring your driver to iPad with DriverKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110373/eng_df42967708c3/wwdc2022-110373-transcript-eng.json
	WWDC22	Bring your world into augmented reality	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10128/eng_9a532a88003c/wwdc2022-10128-transcript-eng.json
	WWDC22	Build your first app in Swift Playgrounds	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110348/eng_04eeecc7db16/wwdc2022-110348-transcript-eng.json
	WWDC22	Capture machine-readable codes and text with VisionKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10025/eng_287388340b30/wwdc2022-10025-transcript-eng.json
	WWDC22	Complications and widgets: Reloaded	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10050/eng_48a668a2c376/wwdc2022-10050-transcript-eng.json
	WWDC22	Create a more responsive media app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110379/eng_04a82ea5e2e3/wwdc2022-110379-transcript-eng.json
	WWDC22	Create macOS or Linux virtual machines	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10002/eng_7cc727990dcd/wwdc2022-10002-transcript-eng.json
	WWDC22	Create parametric 3D room scans with RoomPlan	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10127/eng_4b838e7cb6e2/wwdc2022-10127-transcript-eng.json
	WWDC22	Deliver reliable streams with HLS Content Steering	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10144/eng_a1df14c87fda/wwdc2022-10144-transcript-eng.json
	WWDC22	Discover Metal 3	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10066/eng_948c6a56b3c6/wwdc2022-10066-transcript-eng.json
	WWDC22	Dive into App Intents	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10032/eng_4fbdf7b56dc3/wwdc2022-10032-transcript-eng.json
	WWDC22	Enhance collaboration experiences with Messages	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10095/eng_7c7df12eda4c/wwdc2022-10095-transcript-eng.json
	WWDC22	Enhance voice communication with Push to Talk	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10117/eng_c27dc2faeb5a/wwdc2022-10117-transcript-eng.json
	WWDC22	Explore more content with MusicKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110347/eng_eac158df50cb/wwdc2022-110347-transcript-eng.json
	WWDC22	Get more mileage out of your app with CarPlay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10016/eng_d6a966c5ab9a/wwdc2022-10016-transcript-eng.json
	WWDC22	Get the most out of Xcode Cloud	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110374/eng_0a95a7dda77f/wwdc2022-110374-transcript-eng.json
	WWDC22	Get timely alerts from Bluetooth devices on watchOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10135/eng_0be96c5d52c3/wwdc2022-10135-transcript-eng.json
	WWDC22	Get to know Create ML Components	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10019/eng_edad36482a77/wwdc2022-10019-transcript-eng.json
	WWDC22	Get to know Developer Mode	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110344/eng_65baae69b48d/wwdc2022-110344-transcript-eng.json
	WWDC22	Hello Swift Charts	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10136/eng_a6e80689fc87/wwdc2022-10136-transcript-eng.json
	WWDC22	Implement App Shortcuts with App Intents	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10170/eng_3088396f348b/wwdc2022-10170-transcript-eng.json
	WWDC22	Load resources faster with Metal 3	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10104/eng_e8b11c284427/wwdc2022-10104-transcript-eng.json
	WWDC22	Meet Apple Maps Server APIs	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10006/eng_71e17a387280/wwdc2022-10006-transcript-eng.json
	WWDC22	Meet Focus filters	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10121/eng_e585ae2e8c84/wwdc2022-10121-transcript-eng.json
	WWDC22	Meet Swift Async Algorithms	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110355/eng_241edeab383d/wwdc2022-110355-transcript-eng.json
	WWDC22	Meet Swift Regex	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110357/eng_d1e1d64cdee5/wwdc2022-110357-transcript-eng.json
	WWDC22	Meet WeatherKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10003/eng_6a851db14ded/wwdc2022-10003-transcript-eng.json
	WWDC22	Meet Web Push for Safari	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10098/eng_6fb12ae7c940/wwdc2022-10098-transcript-eng.json
	WWDC22	Meet desktop-class iPad	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10069/eng_e8fe070b11df/wwdc2022-10069-transcript-eng.json
	WWDC22	Meet passkeys	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10092/eng_04137ee1ff26/wwdc2022-10092-transcript-eng.json
	WWDC22	Plug-in and play: Add Apple frameworks to your Unity game projects	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10065/eng_212bcef68451/wwdc2022-10065-transcript-eng.json
	WWDC22	Program Metal in C++ with metal-cpp	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10160/eng_8d763c83f091/wwdc2022-10160-transcript-eng.json
	WWDC22	Qualities of great AR experiences	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10131/eng_7e18f0dc1a4e/wwdc2022-10131-transcript-eng.json
	WWDC22	The SwiftUI cookbook for navigation	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10054/eng_dbedaef4c2b4/wwdc2022-10054-transcript-eng.json
	WWDC22	Visualize and optimize Swift concurrency	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110350/eng_3566ba92c0db/wwdc2022-110350-transcript-eng.json
	WWDC22	What's new in App Clips	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10097/eng_f122e600d0c1/wwdc2022-10097-transcript-eng.json
	WWDC22	What's new in AppKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10074/eng_c0a9c6dcfe37/wwdc2022-10074-transcript-eng.json
	WWDC22	What's new in Create ML	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110332/eng_4392cd336d6b/wwdc2022-110332-transcript-eng.json
	WWDC22	What's new in Nearby Interaction	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10008/eng_1dd63d9c96e6/wwdc2022-10008-transcript-eng.json
	WWDC22	What's new in SF Symbols 4	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10157/eng_5b6fea2cfbe7/wwdc2022-10157-transcript-eng.json
	WWDC22	What's new in Safari and WebKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10048/eng_cb64d5548d01/wwdc2022-10048-transcript-eng.json
	WWDC22	What's new in SharePlay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10140/eng_e7dac966183f/wwdc2022-10140-transcript-eng.json
	WWDC22	What's new in Swift	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110354/eng_36bf2c1c9427/wwdc2022-110354-transcript-eng.json
	WWDC22	What's new in SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10052/eng_cee4885be209/wwdc2022-10052-transcript-eng.json
	WWDC22	What's new in UIKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10068/eng_43a6ef69d070/wwdc2022-10068-transcript-eng.json
	WWDC22	What's new in Xcode	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110427/eng_716dc7d4a722/wwdc2022-110427-transcript-eng.json
	WWDC22	What's new in managing Apple devices	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10045/eng_5e48f118753a/wwdc2022-10045-transcript-eng.json
	WWDC22	What's new with in-app purchase	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10007/eng_1d4ac6c054d7/wwdc2022-10007-transcript-eng.json
	WWDC22	What’s new in notarization for Mac apps	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10109/eng_7645672b965b/wwdc2022-10109-transcript-eng.json
	WWDC22	WWDC22 Day 2 recap	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110930/eng_6da8269a93a7/wwdc2022-110930-transcript-eng.json
	WWDC22	Add Live Text interaction to your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10026/eng_425f5370a49a/wwdc2022-10026-transcript-eng.json
	WWDC22	Add Shared with You to your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10094/eng_e516e48cd265/wwdc2022-10094-transcript-eng.json
	WWDC22	Adopt declarative device management	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10046/eng_ace5ca4259f9/wwdc2022-10046-transcript-eng.json
	WWDC22	Boost performance with MetalFX Upscaling	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10103/eng_731f76408155/wwdc2022-10103-transcript-eng.json
	WWDC22	Bring your iOS app to the Mac	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10076/eng_a7a92f2f8b6a/wwdc2022-10076-transcript-eng.json
	WWDC22	Build a desktop-class iPad app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10070/eng_44e43417162c/wwdc2022-10070-transcript-eng.json
	WWDC22	Build a productivity app for Apple Watch	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10133/eng_0fb066958079/wwdc2022-10133-transcript-eng.json
	WWDC22	Build global apps: Localization by example	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10110/eng_19428b65244a/wwdc2022-10110-transcript-eng.json
	WWDC22	Compose advanced models with Create ML Components	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10020/eng_11fd2cb832bb/wwdc2022-10020-transcript-eng.json
	WWDC22	Compose custom layouts with SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10056/eng_c4f87c476bdb/wwdc2022-10056-transcript-eng.json
	WWDC22	Create engaging content for Swift Playgrounds	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110349/eng_9bbc68139af0/wwdc2022-110349-transcript-eng.json
	WWDC22	Create your Privacy Nutrition Label 	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10167/eng_6bf18c3c3052/wwdc2022-10167-transcript-eng.json
	WWDC22	Design App Shortcuts	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10169/eng_9d947c0d39b4/wwdc2022-10169-transcript-eng.json
	WWDC22	Design an effective chart	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110340/eng_a135db98ef72/wwdc2022-110340-transcript-eng.json
	WWDC22	Design app experiences with charts	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110342/eng_5502c8570120/wwdc2022-110342-transcript-eng.json
	WWDC22	Discover advancements in iOS camera capture: Depth, focus, and multitasking	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110429/eng_20284660f82d/wwdc2022-110429-transcript-eng.json
	WWDC22	Display ads and interstitials in SharePlay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110380/eng_e88760405c43/wwdc2022-110380-transcript-eng.json
	WWDC22	Eliminate data races using Swift Concurrency	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110351/eng_da0125e44961/wwdc2022-110351-transcript-eng.json
	WWDC22	Embrace Swift generics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110352/eng_b2ff9842b91e/wwdc2022-110352-transcript-eng.json
	WWDC22	Explore EDR on iOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10113/eng_69b9f766608b/wwdc2022-10113-transcript-eng.json
	WWDC22	Explore USD tools and rendering	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10141/eng_038940490b36/wwdc2022-10141-transcript-eng.json
	WWDC22	Explore in-app purchase integration and migration	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10040/eng_38cde50498b2/wwdc2022-10040-transcript-eng.json
	WWDC22	Improve the discoverability of your Swift-DocC content	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110369/eng_5f33093bdb81/wwdc2022-110369-transcript-eng.json
	WWDC22	Integrate your custom collaboration app with Messages	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10093/eng_0080480133f8/wwdc2022-10093-transcript-eng.json
	WWDC22	Link fast: Improve build and launch times	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110362/eng_6ca05d066c04/wwdc2022-110362-transcript-eng.json
	WWDC22	Meet Apple Music API and MusicKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10148/eng_f1f20720252b/wwdc2022-10148-transcript-eng.json
	WWDC22	Meet Background Assets	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110403/eng_8dab35a09a78/wwdc2022-110403-transcript-eng.json
	WWDC22	Meet CKTool JS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10116/eng_c6d4885fb0fd/wwdc2022-10116-transcript-eng.json
	WWDC22	Meet ScreenCaptureKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10156/eng_df8f5a7374b2/wwdc2022-10156-transcript-eng.json
	WWDC22	Meet Transferable	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10062/eng_be1d54f65dc4/wwdc2022-10062-transcript-eng.json
	WWDC22	Meet distributed actors in Swift	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110356/eng_00f1a51233b6/wwdc2022-110356-transcript-eng.json
	WWDC22	Meet the expanded San Francisco font family	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110381/eng_15b32fb02a21/wwdc2022-110381-transcript-eng.json
	WWDC22	Optimize your Core ML usage	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10027/eng_5670790af5bf/wwdc2022-10027-transcript-eng.json
	WWDC22	Optimize your use of Core Data and CloudKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10119/eng_cd96beee2358/wwdc2022-10119-transcript-eng.json
	WWDC22	Replace CAPTCHAs with Private Access Tokens	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10077/eng_871e7eab2f28/wwdc2022-10077-transcript-eng.json
	WWDC22	Streamline local authorization flows	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10108/eng_f0ca276c8c13/wwdc2022-10108-transcript-eng.json
	WWDC22	Support multiple users in tvOS apps	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110384/eng_83c89fb0b014/wwdc2022-110384-transcript-eng.json
	WWDC22	Swift Charts: Raise the bar 	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10137/eng_5c6304744af4/wwdc2022-10137-transcript-eng.json
	WWDC22	Swift Regex: Beyond the basics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110358/eng_525909f441a8/wwdc2022-110358-transcript-eng.json
	WWDC22	Take ScreenCaptureKit to the next level	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10155/eng_a1cb087010ad/wwdc2022-10155-transcript-eng.json
	WWDC22	Target and optimize GPU binaries with Metal 3	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10102/eng_0a8716ba74fb/wwdc2022-10102-transcript-eng.json
	WWDC22	Understand USD fundamentals	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10129/eng_6934b50531a0/wwdc2022-10129-transcript-eng.json
	WWDC22	Use Xcode to develop a multiplatform app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110371/eng_2b2050641200/wwdc2022-110371-transcript-eng.json
	WWDC22	What's new in HealthKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10005/eng_5311bc936e85/wwdc2022-10005-transcript-eng.json
	WWDC22	What's new in Swift-DocC	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110368/eng_6f6ed4b50515/wwdc2022-110368-transcript-eng.json
	WWDC22	What's new with SKAdNetwork	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10038/eng_e201b0b850fe/wwdc2022-10038-transcript-eng.json
	WWDC22	What’s new in AVQT	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10149/eng_f3921f74e6cd/wwdc2022-10149-transcript-eng.json
	WWDC22	What’s new in CloudKit Console	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10115/eng_1de69392b5af/wwdc2022-10115-transcript-eng.json
	WWDC22	What’s new in Endpoint Security	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110345/eng_70d3a07aae52/wwdc2022-110345-transcript-eng.json
	WWDC22	What’s new in Safari Web Extensions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10099/eng_9edf7f4707f6/wwdc2022-10099-transcript-eng.json
	WWDC22	What’s new in Wallet and Apple Pay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10041/eng_d66c23424151/wwdc2022-10041-transcript-eng.json
	WWDC22	What’s new in iPad app design	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10009/eng_458a7de39a94/wwdc2022-10009-transcript-eng.json
	WWDC22	What’s new in privacy	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10096/eng_ffb7d77ef570/wwdc2022-10096-transcript-eng.json
	WWDC22	WWDC22 Day 3 recap	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110931/eng_c45080c111ad/wwdc2022-110931-transcript-eng.json
	WWDC22	Create Safari Web Inspector Extensions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10100/eng_db34a57429ff/wwdc2022-10100-transcript-eng.json
	WWDC22	Create a great video playback experience	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10147/eng_4be41c428701/wwdc2022-10147-transcript-eng.json
	WWDC22	Create camera extensions with Core Media IO	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10022/eng_8c1522c6181d/wwdc2022-10022-transcript-eng.json
	WWDC22	Debug Swift debugging with LLDB	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110370/eng_5d3fb411a51d/wwdc2022-110370-transcript-eng.json
	WWDC22	Deep dive into Xcode Cloud for teams	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110375/eng_675578a5ba43/wwdc2022-110375-transcript-eng.json
	WWDC22	Demystify parallelization in Xcode builds	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110364/eng_09fa2954ebaf/wwdc2022-110364-transcript-eng.json
	WWDC22	Design for Arabic	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10034/eng_0e33377de3a7/wwdc2022-10034-transcript-eng.json
	WWDC22	Design for Arabic · صمّم بالعربي	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110441/eng_4736cdd8eaa8/wwdc2022-110441-transcript-eng.json
	WWDC22	Design for Collaboration with Messages	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10015/eng_c20f1d97c490/wwdc2022-10015-transcript-eng.json
	WWDC22	Design protocol interfaces in Swift	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110353/eng_68a39b0005b6/wwdc2022-110353-transcript-eng.json
	WWDC22	Discover ARKit 6	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10126/eng_5eb47a8416c8/wwdc2022-10126-transcript-eng.json
	WWDC22	Discover PhotoKit change history	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10132/eng_2ddefa97ed2d/wwdc2022-10132-transcript-eng.json
	WWDC22	Discover Sign in with Apple at Work & School	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10053/eng_dfd58bf1378b/wwdc2022-10053-transcript-eng.json
	WWDC22	Display EDR content with Core Image, Metal, and SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10114/eng_1759ab0ed3b0/wwdc2022-10114-transcript-eng.json
	WWDC22	Display HDR video in EDR with AVFoundation and Metal	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110565/eng_ce199ee738c5/wwdc2022-110565-transcript-eng.json
	WWDC22	Enhance your Sign in with Apple experience	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10122/eng_9c8d88e71836/wwdc2022-10122-transcript-eng.json
	WWDC22	Evolve your Core Data schema	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10120/eng_856fa47ae3f3/wwdc2022-10120-transcript-eng.json
	WWDC22	Explore App Tracking Transparency	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10166/eng_0e255e737f9f/wwdc2022-10166-transcript-eng.json
	WWDC22	Explore Apple Business Essentials	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110335/eng_75713572ac15/wwdc2022-110335-transcript-eng.json
	WWDC22	Explore navigation design for iOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10001/eng_2911511dc1b6/wwdc2022-10001-transcript-eng.json
	WWDC22	Get it right (to left)	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10107/eng_eb13b70c4d62/wwdc2022-10107-transcript-eng.json
	WWDC22	Go bindless with Metal 3	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10101/eng_1115d2387532/wwdc2022-10101-transcript-eng.json
	WWDC22	Go further with Complications in WidgetKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10051/eng_6d11939b75b1/wwdc2022-10051-transcript-eng.json
	WWDC22	Improve app size and runtime performance	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-110363/eng_6c03d0c4a676/wwdc2022-110363-transcript-eng.json
	WWDC22	Make a great SharePlay experience	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2022/wwdc2022-10139/eng_ca1de2278bf2/wwdc2022-10139-transcript-eng.json
